,bid,bid,bid,bid,ask,ask,ask,ask,last,last,last,last,last
,Open,High,Low,Close,Open,High,Low,Close,Open,High,Low,Close,Volume
DateTime,,,,,,,,,,,,,
2023-03-03 21:24:00,33396.1,33399.1,33396.1,33398.6,33400.9,33403.9,33400.9,33403.4,,,,,20
2023-03-03 21:25:00,33398.1,33398.6,33397.1,33397.6,33402.9,33403.4,33401.9,33402.4,,,,,9
2023-03-03 21:26:00,33397.1,33404.6,33396.6,33404.6,33401.9,33409.4,33401.4,33409.4,,,,,23
2023-03-03 21:27:00,33404.1,33407.6,33401.1,33403.6,33408.9,33412.4,33405.9,33408.4,,,,,51
2023-03-03 21:28:00,33403.1,33403.1,33397.6,33398.6,33407.9,33407.9,33402.4,33403.4,,,,,24
2023-03-03 21:29:00,33398.1,33401.1,33397.6,33399.6,33402.9,33405.9,33402.4,33404.4,,,,,23
2023-03-03 21:30:00,33399.1,33400.6,33398.1,33398.6,33403.9,33405.4,33402.9,33403.4,,,,,27
2023-03-03 21:31:00,33398.1,33402.1,33398.1,33401.6,33402.9,33406.9,33402.9,33406.4,,,,,32
2023-03-03 21:32:00,33401.1,33402.6,33400.6,33400.6,33405.9,33407.4,33405.4,33405.4,,,,,18
2023-03-03 21:33:00,33399.1,33400.6,33397.1,33397.1,33403.9,33405.4,33401.9,33401.9,,,,,46
2023-03-03 21:34:00,33397.6,33400.6,33397.6,33399.6,33402.4,33405.4,33402.4,33404.4,,,,,20
2023-03-03 21:35:00,33400.1,33401.6,33400.1,33401.6,33404.9,33406.4,33404.9,33406.4,,,,,4
2023-03-03 21:36:00,33401.1,33404.1,33400.6,33400.6,33405.9,33408.9,33405.4,33405.4,,,,,24
2023-03-03 21:37:00,33400.1,33401.1,33399.6,33400.6,33404.9,33405.9,33404.4,33405.4,,,,,10
2023-03-03 21:38:00,33400.1,33402.6,33400.1,33402.6,33404.9,33407.4,33404.9,33407.4,,,,,15
2023-03-03 21:39:00,33402.1,33403.6,33401.6,33403.1,33406.9,33408.4,33406.4,33407.9,,,,,12
2023-03-03 21:40:00,33402.6,33402.6,33402.1,33402.6,33407.4,33407.4,33406.9,33407.4,,,,,2
2023-03-03 21:41:00,33402.1,33403.1,33401.6,33403.1,33406.9,33407.9,33406.4,33407.9,,,,,5
2023-03-03 21:42:00,33402.6,33402.6,33400.6,33401.6,33407.4,33407.4,33405.4,33406.4,,,,,7
2023-03-03 21:43:00,33402.1,33402.1,33400.6,33400.6,33406.9,33406.9,33405.4,33405.4,,,,,6
2023-03-03 21:44:00,33401.1,33401.1,33395.6,33396.6,33405.9,33405.9,33400.4,33401.4,,,,,48
2023-03-03 21:45:00,33397.1,33399.6,33395.1,33399.6,33401.9,33404.4,33399.9,33404.4,,,,,151
2023-03-03 21:46:00,33399.1,33399.1,33397.6,33398.6,33403.9,33403.9,33402.4,33403.4,,,,,32
2023-03-03 21:47:00,33398.1,33399.6,33397.1,33399.6,33402.9,33404.4,33401.9,33404.4,,,,,20
2023-03-03 21:48:00,33400.6,33403.6,33400.6,33403.6,33405.4,33408.4,33405.4,33408.4,,,,,21
2023-03-03 21:49:00,33404.1,33404.1,33399.1,33403.6,33408.9,33408.9,33403.9,33408.4,,,,,27
2023-03-03 21:50:00,33403.1,33404.6,33403.1,33404.6,33407.9,33409.4,33407.9,33409.4,,,,,9
2023-03-03 21:51:00,33405.1,33405.1,33400.1,33400.1,33409.9,33409.9,33404.9,33404.9,,,,,30
2023-03-03 21:52:00,33400.6,33400.6,33400.1,33400.1,33405.4,33405.4,33404.9,33404.9,,,,,3
2023-03-03 21:53:00,33399.6,33399.6,33395.1,33395.1,33404.4,33404.4,33399.9,33399.9,,,,,18
2023-03-03 21:54:00,33394.6,33397.6,33394.1,33394.6,33399.4,33402.4,33398.9,33399.4,,,,,44
2023-03-03 21:55:00,33395.1,33395.6,33391.6,33393.6,33399.9,33400.4,33396.4,33398.4,,,,,66
2023-03-03 21:56:00,33393.1,33393.1,33392.1,33393.1,33397.9,33397.9,33396.9,33397.9,,,,,9
2023-03-03 21:57:00,33393.6,33397.1,33393.6,33397.1,33398.4,33401.9,33398.4,33401.9,,,,,7
2023-03-03 21:58:00,33397.6,33398.6,33388.1,33388.1,33402.4,33403.4,33392.9,33392.9,,,,,170
2023-03-03 21:59:00,33388.6,33398.1,33387.1,33395.0,33393.4,33406.4,33391.9,33404.8,,,,,17
2023-03-05 23:00:00,33359.6,33360.6,33346.6,33346.6,33364.4,33365.4,33351.4,33351.4,,,,,92
2023-03-05 23:01:00,33347.1,33352.6,33340.1,33342.1,33351.9,33357.4,33344.9,33346.9,,,,,110
2023-03-05 23:02:00,33342.6,33346.1,33338.1,33343.6,33347.4,33350.9,33342.9,33348.4,,,,,69
2023-03-05 23:03:00,33341.6,33343.6,33339.6,33341.1,33346.4,33348.4,33344.4,33345.9,,,,,34
2023-03-05 23:04:00,33340.6,33343.1,33338.6,33343.1,33345.4,33347.9,33343.4,33347.9,,,,,23
2023-03-05 23:05:00,33343.6,33347.1,33342.1,33346.6,33348.4,33351.9,33346.9,33351.4,,,,,26
2023-03-05 23:06:00,33346.1,33346.6,33342.1,33342.1,33350.9,33351.4,33346.9,33346.9,,,,,21
2023-03-05 23:07:00,33343.1,33345.6,33342.6,33343.6,33347.9,33350.4,33347.4,33348.4,,,,,25
2023-03-05 23:08:00,33343.1,33347.6,33341.1,33341.6,33347.9,33352.4,33345.9,33346.4,,,,,46
2023-03-05 23:09:00,33342.1,33349.6,33342.1,33345.1,33346.9,33354.4,33346.9,33349.9,,,,,42
2023-03-05 23:10:00,33345.6,33347.6,33333.1,33338.6,33350.4,33352.4,33337.9,33343.4,,,,,143
2023-03-05 23:11:00,33339.1,33348.6,33338.6,33347.1,33343.9,33353.4,33343.4,33351.9,,,,,55
2023-03-05 23:12:00,33347.6,33348.6,33345.6,33346.6,33352.4,33353.4,33350.4,33351.4,,,,,9
2023-03-05 23:13:00,33348.6,33354.6,33347.1,33354.6,33353.4,33359.4,33351.9,33359.4,,,,,39
2023-03-05 23:14:00,33354.1,33357.6,33352.6,33353.1,33358.9,33362.4,33357.4,33357.9,,,,,12
2023-03-05 23:15:00,33352.6,33354.6,33351.6,33353.6,33357.4,33359.4,33356.4,33358.4,,,,,10
2023-03-05 23:16:00,33354.1,33354.1,33348.6,33349.6,33358.9,33358.9,33353.4,33354.4,,,,,16
2023-03-05 23:17:00,33349.1,33352.6,33341.6,33352.6,33353.9,33357.4,33346.4,33357.4,,,,,72
2023-03-05 23:18:00,33352.1,33353.6,33349.6,33350.6,33356.9,33358.4,33354.4,33355.4,,,,,5
2023-03-05 23:19:00,33351.1,33351.1,33343.6,33344.6,33355.9,33355.9,33348.4,33349.4,,,,,27
2023-03-05 23:20:00,33344.1,33349.1,33344.1,33344.6,33348.9,33353.9,33348.9,33349.4,,,,,23
2023-03-05 23:21:00,33345.1,33345.6,33339.1,33343.6,33349.9,33350.4,33343.9,33348.4,,,,,28
2023-03-05 23:22:00,33343.1,33343.1,33336.6,33338.1,33347.9,33347.9,33341.4,33342.9,,,,,41
2023-03-05 23:23:00,33337.6,33341.6,33333.6,33335.6,33342.4,33346.4,33338.4,33340.4,,,,,39
2023-03-05 23:24:00,33336.1,33339.6,33335.6,33337.1,33340.9,33344.4,33340.4,33341.9,,,,,50
2023-03-05 23:25:00,33336.6,33337.6,33335.1,33336.6,33341.4,33342.4,33339.9,33341.4,,,,,22
2023-03-05 23:26:00,33336.1,33339.1,33335.1,33336.1,33340.9,33343.9,33339.9,33340.9,,,,,12
2023-03-05 23:27:00,33334.6,33339.6,33334.6,33339.1,33339.4,33344.4,33339.4,33343.9,,,,,20
2023-03-05 23:28:00,33338.6,33338.6,33336.1,33336.6,33343.4,33343.4,33340.9,33341.4,,,,,10
2023-03-05 23:29:00,33337.1,33337.1,33334.6,33335.6,33341.9,33341.9,33339.4,33340.4,,,,,7
2023-03-05 23:30:00,33336.1,33337.6,33334.6,33335.6,33340.9,33342.4,33339.4,33340.4,,,,,12
2023-03-05 23:31:00,33335.1,33338.6,33334.6,33338.6,33339.9,33343.4,33339.4,33343.4,,,,,5
2023-03-05 23:32:00,33338.1,33346.6,33338.1,33345.6,33342.9,33351.4,33342.9,33350.4,,,,,48
2023-03-05 23:33:00,33345.1,33346.6,33343.6,33345.1,33349.9,33351.4,33348.4,33349.9,,,,,14
2023-03-05 23:34:00,33345.6,33347.1,33344.6,33346.1,33350.4,33351.9,33349.4,33350.9,,,,,16
2023-03-05 23:35:00,33345.6,33349.1,33344.6,33348.6,33350.4,33353.9,33349.4,33353.4,,,,,10
2023-03-05 23:36:00,33348.1,33350.6,33348.1,33348.6,33352.9,33355.4,33352.9,33353.4,,,,,8
2023-03-05 23:37:00,33348.1,33353.6,33347.6,33352.1,33352.9,33358.4,33352.4,33356.9,,,,,21
2023-03-05 23:38:00,33351.6,33354.1,33350.6,33353.6,33356.4,33358.9,33355.4,33358.4,,,,,16
2023-03-05 23:39:00,33353.1,33355.1,33350.1,33350.1,33357.9,33359.9,33354.9,33354.9,,,,,35
2023-03-05 23:40:00,33350.6,33351.1,33350.1,33350.6,33355.4,33355.9,33354.9,33355.4,,,,,8
2023-03-05 23:41:00,33350.1,33351.6,33350.1,33351.1,33354.9,33356.4,33354.9,33355.9,,,,,9
2023-03-05 23:42:00,33351.6,33351.6,33350.1,33350.6,33356.4,33356.4,33354.9,33355.4,,,,,8
2023-03-05 23:43:00,33350.1,33350.6,33348.6,33348.6,33354.9,33355.4,33353.4,33353.4,,,,,17
2023-03-05 23:44:00,33349.1,33349.1,33346.6,33348.1,33353.9,33353.9,33351.4,33352.9,,,,,35
2023-03-05 23:45:00,33348.6,33350.6,33344.6,33344.6,33353.4,33355.4,33349.4,33349.4,,,,,21
2023-03-05 23:46:00,33345.1,33347.1,33344.6,33346.6,33349.9,33351.9,33349.4,33351.4,,,,,8
2023-03-05 23:47:00,33347.1,33351.1,33346.6,33349.1,33351.9,33355.9,33351.4,33353.9,,,,,28
2023-03-05 23:48:00,33349.6,33351.1,33348.6,33348.6,33354.4,33355.9,33353.4,33353.4,,,,,4
2023-03-05 23:49:00,33349.1,33349.6,33348.6,33349.6,33353.9,33354.4,33353.4,33354.4,,,,,8
2023-03-05 23:50:00,33350.1,33350.6,33348.6,33349.6,33354.9,33355.4,33353.4,33354.4,,,,,6
2023-03-05 23:51:00,33349.1,33350.1,33346.6,33346.6,33353.9,33354.9,33351.4,33351.4,,,,,5
2023-03-05 23:52:00,33346.1,33347.6,33345.6,33345.6,33350.9,33352.4,33350.4,33350.4,,,,,5
2023-03-05 23:53:00,33345.1,33345.1,33342.6,33345.1,33349.9,33349.9,33347.4,33349.9,,,,,12
2023-03-05 23:54:00,33345.6,33353.6,33345.6,33352.6,33350.4,33358.4,33350.4,33357.4,,,,,55
2023-03-05 23:55:00,33353.1,33353.1,33351.1,33351.6,33357.9,33357.9,33355.9,33356.4,,,,,6
2023-03-05 23:56:00,33351.1,33351.6,33347.1,33347.1,33355.9,33356.4,33351.9,33351.9,,,,,13
2023-03-05 23:57:00,33346.6,33347.6,33345.6,33345.6,33351.4,33352.4,33350.4,33350.4,,,,,8
2023-03-05 23:58:00,33346.1,33350.6,33346.1,33348.6,33350.9,33355.4,33350.9,33353.4,,,,,10
2023-03-05 23:59:00,33348.1,33349.6,33347.1,33347.6,33352.9,33354.4,33351.9,33352.4,,,,,4
2023-03-06 00:00:00,33347.1,33351.6,33346.1,33351.1,33351.9,33356.4,33350.9,33355.9,,,,,27
2023-03-06 00:01:00,33351.6,33356.6,33351.1,33355.6,33356.4,33361.4,33355.9,33360.4,,,,,16
2023-03-06 00:02:00,33355.1,33356.6,33353.1,33355.6,33359.9,33361.4,33357.9,33360.4,,,,,30
2023-03-06 00:03:00,33355.1,33356.1,33353.1,33353.6,33359.9,33360.9,33357.9,33358.4,,,,,6
2023-03-06 00:04:00,33354.1,33355.6,33353.1,33355.6,33358.9,33360.4,33357.9,33360.4,,,,,7
2023-03-06 00:05:00,33354.6,33357.1,33351.1,33356.6,33359.4,33361.9,33355.9,33361.4,,,,,25
2023-03-06 00:06:00,33357.1,33362.6,33357.1,33358.6,33361.9,33367.4,33361.9,33363.4,,,,,38
2023-03-06 00:07:00,33359.1,33360.6,33350.1,33351.6,33363.9,33365.4,33354.9,33356.4,,,,,15
2023-03-06 00:08:00,33352.1,33352.1,33347.6,33350.6,33356.9,33356.9,33352.4,33355.4,,,,,54
2023-03-06 00:09:00,33351.1,33352.1,33346.1,33348.1,33355.9,33356.9,33350.9,33352.9,,,,,41
2023-03-06 00:10:00,33348.6,33348.6,33346.1,33347.6,33353.4,33353.4,33350.9,33352.4,,,,,16
2023-03-06 00:11:00,33348.1,33349.1,33344.1,33345.6,33352.9,33353.9,33348.9,33350.4,,,,,25
2023-03-06 00:12:00,33345.1,33348.1,33344.6,33347.6,33349.9,33352.9,33349.4,33352.4,,,,,57
2023-03-06 00:13:00,33348.1,33350.1,33346.6,33347.1,33352.9,33354.9,33351.4,33351.9,,,,,7
2023-03-06 00:14:00,33347.6,33348.6,33345.6,33346.6,33352.4,33353.4,33350.4,33351.4,,,,,8
2023-03-06 00:15:00,33347.1,33351.1,33343.6,33350.1,33351.9,33355.9,33348.4,33354.9,,,,,17
2023-03-06 00:16:00,33350.6,33351.6,33340.1,33341.6,33355.4,33356.4,33344.9,33346.4,,,,,22
2023-03-06 00:17:00,33342.1,33343.6,33339.1,33342.6,33346.9,33348.4,33343.9,33347.4,,,,,19
2023-03-06 00:18:00,33341.6,33345.1,33341.1,33344.6,33346.4,33349.9,33345.9,33349.4,,,,,64
2023-03-06 00:19:00,33345.1,33345.1,33342.1,33342.6,33349.9,33349.9,33346.9,33347.4,,,,,28
2023-03-06 00:20:00,33342.1,33345.6,33341.6,33344.6,33346.9,33350.4,33346.4,33349.4,,,,,3
2023-03-06 00:21:00,33345.1,33348.6,33343.6,33346.6,33349.9,33353.4,33348.4,33351.4,,,,,4
2023-03-06 00:22:00,33345.6,33347.6,33344.6,33347.6,33350.4,33352.4,33349.4,33352.4,,,,,9
2023-03-06 00:23:00,33347.1,33353.1,33347.1,33350.6,33351.9,33357.9,33351.9,33355.4,,,,,26
2023-03-06 00:24:00,33351.1,33354.1,33350.1,33350.6,33355.9,33358.9,33354.9,33355.4,,,,,16
2023-03-06 00:25:00,33350.1,33353.6,33350.1,33352.1,33354.9,33358.4,33354.9,33356.9,,,,,8
2023-03-06 00:26:00,33352.6,33355.1,33352.1,33353.6,33357.4,33359.9,33356.9,33358.4,,,,,7
2023-03-06 00:27:00,33353.1,33358.6,33352.6,33358.6,33357.9,33363.4,33357.4,33363.4,,,,,18
2023-03-06 00:28:00,33357.6,33364.6,33357.6,33361.6,33362.4,33369.4,33362.4,33366.4,,,,,47
2023-03-06 00:29:00,33361.1,33364.1,33361.1,33362.6,33365.9,33368.9,33365.9,33367.4,,,,,23
2023-03-06 00:30:00,33362.1,33364.1,33360.6,33361.1,33366.9,33368.9,33365.4,33365.9,,,,,14
2023-03-06 00:31:00,33362.6,33365.1,33361.1,33361.6,33367.4,33369.9,33365.9,33366.4,,,,,36
2023-03-06 00:32:00,33361.1,33362.6,33358.1,33358.6,33365.9,33367.4,33362.9,33363.4,,,,,30
2023-03-06 00:33:00,33358.1,33359.6,33353.1,33354.6,33362.9,33364.4,33357.9,33359.4,,,,,17
2023-03-06 00:34:00,33354.1,33354.6,33351.6,33352.1,33358.9,33359.4,33356.4,33356.9,,,,,8
2023-03-06 00:35:00,33351.6,33354.1,33351.6,33354.1,33356.4,33358.9,33356.4,33358.9,,,,,14
2023-03-06 00:36:00,33354.6,33356.1,33354.6,33354.6,33359.4,33360.9,33359.4,33359.4,,,,,7
2023-03-06 00:37:00,33355.1,33358.6,33354.6,33358.6,33359.9,33363.4,33359.4,33363.4,,,,,11
2023-03-06 00:38:00,33358.1,33359.1,33355.6,33356.6,33362.9,33363.9,33360.4,33361.4,,,,,4
2023-03-06 00:39:00,33356.1,33357.6,33353.6,33354.6,33360.9,33362.4,33358.4,33359.4,,,,,6
2023-03-06 00:40:00,33355.6,33356.6,33351.6,33354.6,33360.4,33361.4,33356.4,33359.4,,,,,13
2023-03-06 00:41:00,33354.1,33354.6,33352.1,33353.6,33358.9,33359.4,33356.9,33358.4,,,,,12
2023-03-06 00:42:00,33354.1,33356.6,33352.6,33354.6,33358.9,33361.4,33357.4,33359.4,,,,,15
2023-03-06 00:43:00,33354.1,33354.6,33352.1,33352.6,33358.9,33359.4,33356.9,33357.4,,,,,10
2023-03-06 00:44:00,33353.1,33354.6,33352.1,33354.6,33357.9,33359.4,33356.9,33359.4,,,,,14
2023-03-06 00:45:00,33354.1,33355.6,33352.1,33352.6,33358.9,33360.4,33356.9,33357.4,,,,,7
2023-03-06 00:46:00,33352.1,33355.6,33352.1,33355.6,33356.9,33360.4,33356.9,33360.4,,,,,4
2023-03-06 00:47:00,33356.1,33358.6,33355.6,33357.6,33360.9,33363.4,33360.4,33362.4,,,,,12
2023-03-06 00:48:00,33358.1,33359.6,33356.6,33356.6,33362.9,33364.4,33361.4,33361.4,,,,,6
2023-03-06 00:49:00,33357.1,33358.6,33356.6,33358.6,33361.9,33363.4,33361.4,33363.4,,,,,3
2023-03-06 00:50:00,33358.1,33360.1,33355.1,33355.6,33362.9,33364.9,33359.9,33360.4,,,,,6
2023-03-06 00:51:00,33356.1,33357.6,33354.6,33357.1,33360.9,33362.4,33359.4,33361.9,,,,,3
2023-03-06 00:52:00,33357.6,33357.6,33356.1,33356.6,33362.4,33362.4,33360.9,33361.4,,,,,0
2023-03-06 00:53:00,33357.1,33357.6,33356.6,33357.6,33361.9,33362.4,33361.4,33362.4,,,,,1
2023-03-06 00:54:00,33358.1,33358.6,33356.1,33356.6,33362.9,33363.4,33360.9,33361.4,,,,,2
2023-03-06 00:55:00,33356.1,33358.6,33355.1,33356.1,33360.9,33363.4,33359.9,33360.9,,,,,10
2023-03-06 00:56:00,33356.6,33357.1,33354.6,33355.6,33361.4,33361.9,33359.4,33360.4,,,,,15
2023-03-06 00:57:00,33355.1,33358.6,33355.1,33355.1,33359.9,33363.4,33359.9,33359.9,,,,,8
2023-03-06 00:58:00,33355.6,33357.6,33355.1,33356.6,33360.4,33362.4,33359.9,33361.4,,,,,26
2023-03-06 00:59:00,33356.1,33361.1,33356.1,33359.6,33360.9,33365.9,33360.9,33364.4,,,,,10
2023-03-06 01:00:00,33359.1,33359.6,33356.1,33356.1,33363.9,33364.4,33360.9,33360.9,,,,,6
2023-03-06 01:01:00,33355.6,33357.6,33354.6,33356.6,33360.4,33362.4,33359.4,33361.4,,,,,11
2023-03-06 01:02:00,33356.1,33360.6,33355.6,33357.6,33360.9,33365.4,33360.4,33362.4,,,,,33
2023-03-06 01:03:00,33357.1,33358.6,33355.6,33358.6,33361.9,33363.4,33360.4,33363.4,,,,,9
2023-03-06 01:04:00,33358.1,33361.6,33357.6,33360.6,33362.9,33366.4,33362.4,33365.4,,,,,8
2023-03-06 01:05:00,33360.1,33360.6,33348.6,33349.6,33364.9,33365.4,33353.4,33354.4,,,,,169
2023-03-06 01:06:00,33349.1,33361.1,33349.1,33359.6,33353.9,33365.9,33353.9,33364.4,,,,,48
2023-03-06 01:07:00,33359.1,33359.6,33356.6,33357.6,33363.9,33364.4,33361.4,33362.4,,,,,10
2023-03-06 01:08:00,33357.1,33357.6,33349.1,33349.6,33361.9,33362.4,33353.9,33354.4,,,,,17
2023-03-06 01:09:00,33349.1,33350.1,33348.6,33349.6,33353.9,33354.9,33353.4,33354.4,,,,,8
2023-03-06 01:10:00,33349.1,33350.6,33348.1,33348.6,33353.9,33355.4,33352.9,33353.4,,,,,9
2023-03-06 01:11:00,33348.1,33348.1,33345.1,33345.6,33352.9,33352.9,33349.9,33350.4,,,,,20
2023-03-06 01:12:00,33346.1,33351.1,33345.1,33345.6,33350.9,33355.9,33349.9,33350.4,,,,,22
2023-03-06 01:13:00,33346.1,33348.6,33345.6,33347.6,33350.9,33353.4,33350.4,33352.4,,,,,15
2023-03-06 01:14:00,33347.1,33349.6,33344.1,33348.6,33351.9,33354.4,33348.9,33353.4,,,,,41
2023-03-06 01:15:00,33349.1,33349.1,33344.6,33345.1,33353.9,33353.9,33349.4,33349.9,,,,,49
2023-03-06 01:16:00,33346.6,33349.6,33344.6,33348.6,33351.4,33354.4,33349.4,33353.4,,,,,30
2023-03-06 01:17:00,33349.1,33350.1,33344.6,33345.6,33353.9,33354.9,33349.4,33350.4,,,,,11
2023-03-06 01:18:00,33345.1,33346.6,33343.6,33346.1,33349.9,33351.4,33348.4,33350.9,,,,,15
2023-03-06 01:19:00,33345.6,33349.1,33343.6,33348.6,33350.4,33353.9,33348.4,33353.4,,,,,20
2023-03-06 01:20:00,33349.1,33349.1,33346.6,33346.6,33353.9,33353.9,33351.4,33351.4,,,,,11
2023-03-06 01:21:00,33347.1,33347.6,33345.1,33345.6,33351.9,33352.4,33349.9,33350.4,,,,,17
2023-03-06 01:22:00,33346.1,33350.1,33345.6,33349.1,33350.9,33354.9,33350.4,33353.9,,,,,10
2023-03-06 01:23:00,33348.6,33351.6,33348.6,33351.6,33353.4,33356.4,33353.4,33356.4,,,,,14
2023-03-06 01:24:00,33352.1,33353.1,33349.6,33349.6,33356.9,33357.9,33354.4,33354.4,,,,,15
2023-03-06 01:25:00,33350.1,33352.6,33349.6,33351.6,33354.9,33357.4,33354.4,33356.4,,,,,12
2023-03-06 01:26:00,33352.1,33356.6,33352.1,33355.6,33356.9,33361.4,33356.9,33360.4,,,,,12
2023-03-06 01:27:00,33356.1,33359.6,33355.6,33357.6,33360.9,33364.4,33360.4,33362.4,,,,,17
2023-03-06 01:28:00,33357.1,33360.1,33356.6,33359.1,33361.9,33364.9,33361.4,33363.9,,,,,8
2023-03-06 01:29:00,33359.6,33360.1,33358.1,33359.6,33364.4,33364.9,33362.9,33364.4,,,,,21
2023-03-06 01:30:00,33359.1,33374.6,33359.1,33368.6,33363.9,33379.4,33363.9,33373.4,,,,,131
2023-03-06 01:31:00,33369.1,33376.1,33367.6,33372.6,33373.9,33380.9,33372.4,33377.4,,,,,102
2023-03-06 01:32:00,33373.1,33380.1,33373.1,33375.6,33377.9,33384.9,33377.9,33380.4,,,,,32
2023-03-06 01:33:00,33375.1,33381.1,33373.6,33380.6,33379.9,33385.9,33378.4,33385.4,,,,,32
2023-03-06 01:34:00,33381.1,33381.6,33376.6,33377.1,33385.9,33386.4,33381.4,33381.9,,,,,36
2023-03-06 01:35:00,33376.6,33378.1,33374.1,33374.6,33381.4,33382.9,33378.9,33379.4,,,,,21
2023-03-06 01:36:00,33375.1,33376.6,33372.1,33373.6,33379.9,33381.4,33376.9,33378.4,,,,,21
2023-03-06 01:37:00,33374.1,33376.6,33371.6,33375.6,33378.9,33381.4,33376.4,33380.4,,,,,9
2023-03-06 01:38:00,33375.1,33377.1,33372.6,33376.6,33379.9,33381.9,33377.4,33381.4,,,,,6
2023-03-06 01:39:00,33376.1,33386.6,33374.6,33382.6,33380.9,33391.4,33379.4,33387.4,,,,,148
2023-03-06 01:40:00,33382.1,33386.6,33381.1,33384.6,33386.9,33391.4,33385.9,33389.4,,,,,44
2023-03-06 01:41:00,33384.1,33384.6,33377.6,33379.6,33388.9,33389.4,33382.4,33384.4,,,,,36
